Ano;Epoca;FECHA_MONITOREO;CORRIENTE;PUNTO_MONITOREO;PUNTO_MONITOREO_COMPUESTO;PUNTO DE MONITOREO_Original;MUNICIPIO;MUNICIPIO_AJUSTADO;VEREDA;Variable;Unidades;Deteccion;Valor;CALIFICACI‡N DE LA CALIDAD DEL AGUA 
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;NITRITOS;mg NO2-N/L;;0.1;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;NITR‡GENO TOTAL;mg N/L;;0.5;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ORTOFOSFATOS;mg PO4-P/L;;0.42;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;SST;mg/L;;10;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;3.2;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;% de OD;%;;60.77;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;CAUDAL;m3/seg;;0.96;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;150;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;4.71;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;PH;UND;;7.41;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;R°o Ejido barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;18.3;
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;Barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.811;Aceptable
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;Barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ICA-6 variables;Unidades;NA;0.695;Regular
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;Barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.17;Muy Bajo
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;Barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.63;Alta
2022;Lluvias;28/02/2022;R°o Ejido;Barrio Jun°n antes de r°o Molino;R°o Ejido - Barrio Jun°n antes de r°o Molino;Barrio Jun°n antes de r°o Molino;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0.01;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ALCALINIDAD;mgCaCO3/L;;18.8;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;100;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;5400;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLOR UPC;UPC;;224;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DBO;mg/L;;10;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DQO;mg/L;;15;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DUREZA;mg CaCO3/L;;16.3;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;FOSFORO TOTAL;mg P/L;;0.53;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;NITRATOS;mg NO3-N/L;;0.39;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;NITRITOS;mg NO2-N/L;;0.02;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;NITR‡GENO TOTAL;mg N/L;;0.5;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ORTOFOSFATOS;mg PO4-P/L;;0.13;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;SST;mg/L;;82.7;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;TURBIEDAD;TURBIEDAD UNT;;19.1;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;% de OD;%;;78.37;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;CAUDAL;m3/seg;;1.43;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;CONDUCTIVIDAD;ÊS/cm;;38.37;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;OXIGENO DISUELTO;mg/L;;6.18;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;PH;UND;;7.08;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;R°o Molino antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;TEMPERATURA;¯C;;17.21;
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICA-5 variables;Unidades;NA;0.879;Aceptable
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICA-6 variables;Unidades;NA;0.752;Aceptable
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOMI;Unidades;NA;0.02;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOMO;Unidades;NA;0.51;Media
2022;Lluvias;28/02/2022;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOSUS;Unidades;NA;0.23;Baja
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ALCALINIDAD;mgCaCO3/L;;30.7;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;200;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;7900;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;COLOR UPC;UPC;;229;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;DBO;mg/L;;10;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;DQO;mg/L;;15;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;DUREZA;mg CaCO3/L;;38.6;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;FOSFORO TOTAL;mg P/L;;0.78;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;NITRATOS;mg NO3-N/L;;0.38;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;NITRITOS;mg NO2-N/L;;0.05;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;NITR‡GENO TOTAL;mg N/L;;0.5;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ORTOFOSFATOS;mg PO4-P/L;;0.2;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;SST;mg/L;;66.9;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;10.1;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;% de OD;%;;0.36;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;CAUDAL;m3/seg;;2.89;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;93.61;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;0.03;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;PH;UND;;7.22;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;R°o Molino antes de r°o Ejido;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;17.39;
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.698;Regular
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICA-6 variables;Unidades;NA;0.599;Regular
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.08;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.8;Muy alta
2022;Lluvias;28/02/2022;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0.18;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ALCALINIDAD;mgCaCO3/L;;49.3;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;900;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;31000;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;COLOR UPC;UPC;;218;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;DBO;mg/L;;10;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;DQO;mg/L;;33.2;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;DUREZA;mg CaCO3/L;;38.6;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;FOSFORO TOTAL;mg P/L;;1.05;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;NITRATOS;mg NO3-N/L;;0.45;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;NITRITOS;mg NO2-N/L;;0.16;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;NITR‡GENO TOTAL;mg N/L;;0.8;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ORTOFOSFATOS;mg PO4-P/L;;0.44;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;SST;mg/L;;43.7;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;5.6;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;% de OD;%;;70;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;CAUDAL;m3/seg;;3.91;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;133;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;5.43;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;PH;UND;;7.3;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;R°o Molino despuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;18.8;
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;DespuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.743;Aceptable
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;DespuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ICA-6 variables;Unidades;NA;0.637;Regular
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;DespuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.13;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;DespuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.65;Alta
2022;Lluvias;28/02/2022;R°o Molino;DespuÇs de r°o Ejido;R°o Molino - DespuÇs de r°o Ejido;DespuÇs de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0.11;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;ALCALINIDAD;mgCaCO3/L;;21.8;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;300;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;10100;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;COLOR UPC;UPC;;204;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;DBO;mg/L;;10;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;DQO;mg/L;;15;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;DUREZA;mg CaCO3/L;;18.2;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;FOSFORO TOTAL;mg P/L;;0.3;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;NITRATOS;mg NO3-N/L;;0.44;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;NITRITOS;mg NO2-N/L;;0.02;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;NITR‡GENO TOTAL;mg N/L;;0.5;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;ORTOFOSFATOS;mg PO4-P/L;;0.16;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;SST;mg/L;;70;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;15.2;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;% de OD;%;;76.33;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;CAUDAL;m3/seg;;2.87;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;50.31;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;6.1;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;PH;UND;;7.32;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;R°o Molino puente Edificio Negret;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;16.87;
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;Puente Edificio Negret;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.876;Aceptable
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;Puente Edificio Negret;Popay†n;Popay†n;Popay†n;ICA-6 variables;Unidades;NA;0.75;Aceptable
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;Puente Edificio Negret;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.03;Muy Bajo
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;Puente Edificio Negret;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.56;Media
2022;Lluvias;28/02/2022;R°o Molino;Puente Edificio Negret;R°o Molino - Puente Edificio Negret;Puente Edificio Negret;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0.19;Muy Bajo
2022;Lluvias;7/06/2022;R°o PalacÇ;Antes de bocatoma Popay†n;R°o PalacÇ - Antes de bocatoma Popay†n;R°o PalacÇ antes de bocatoma Popay†n;Popay†n;Totor¢;San JosÇ;ALCALINIDAD;mgCaCO3/L;;25.9;
2022;Lluvias;7/06/2022;R°o PalacÇ;Antes de bocatoma Popay†n;R°o PalacÇ - Antes de bocatoma Popay†n;R°o PalacÇ antes de bocatoma Popay†n;Popay†n;Totor¢;San JosÇ;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;4000;
